price,area,bedrooms,bathrooms,stories,mainroad,guestroom,basement,hotwaterheating,airconditioning,parking,prefarea,furnishingstatus,construction_year
4340000,4075,3,1.0,1.0,yes,yes,yes,no,no,2.0,no,semi-furnished,2013
4340000,3500,4,1.0,2.0,yes,no,no,no,no,2.0,no,furnished,1968
4340000,6450,4,1.0,2.0,yes,no,no,no,no,0.0,no,semi-furnished,1998
4319000,4032,2,1.0,1.0,yes,no,yes,no,no,0.0,no,furnished,1940
4305000,4400,2,1.0,1.0,yes,no,no,no,no,1.0,no,semi-furnished,2003
4305000,10360,2,1.0,1.0,yes,no,no,no,no,1.0,yes,semi-furnished,1956
4277000,3400,3,1.0,2.0,yes,no,yes,no,no,2.0,yes,semi-furnished,1976
4270000,6360,2,1.0,1.0,yes,no,no,no,no,0.0,no,furnished,1964
4270000,6360,2,1.0,2.0,yes,no,no,no,no,0.0,no,unfurnished,2003
4270000,4500,2,1.0,1.0,yes,no,no,no,yes,2.0,no,furnished,2007
4270000,2175,3,1.0,2.0,no,yes,yes,no,yes,0.0,no,unfurnished,1991
4270000,4360,4,1.0,2.0,yes,no,no,no,no,0.0,no,furnished,1948
4270000,7770,2,1.0,1.0,yes,no,no,no,no,1.0,no,furnished,1996
4235000,6650,3,1.0,2.0,yes,yes,no,no,no,0.0,no,semi-furnished,1972
4235000,2787,3,1.0,1.0,yes,no,yes,no,no,0.0,yes,furnished,1959
4200000,5500,3,1.0,2.0,yes,no,no,no,yes,0.0,no,unfurnished,2012
4200000,5040,3,1.0,2.0,yes,no,yes,no,yes,0.0,no,unfurnished,2011
4200000,5850,2,1.0,1.0,yes,yes,yes,no,no,2.0,no,semi-furnished,1953
4200000,2610,4,3.0,2.0,no,no,no,no,no,0.0,no,semi-furnished,1998
4200000,2953,3,1.0,2.0,yes,no,yes,no,yes,0.0,no,unfurnished,1995
4200000,2747,4,2.0,2.0,no,no,no,no,no,0.0,no,semi-furnished,2004
4200000,4410,2,1.0,1.0,no,no,no,no,no,1.0,no,unfurnished,2015
4200000,4000,4,2.0,2.0,no,no,no,no,no,0.0,no,semi-furnished,1976
4200000,2325,3,1.0,2.0,no,no,no,no,no,0.0,no,semi-furnished,1965
4200000,4600,3,2.0,2.0,yes,no,no,no,yes,1.0,no,semi-furnished,1972
4200000,3640,3,2.0,2.0,yes,no,yes,no,no,0.0,no,unfurnished,1982
4200000,5800,3,1.0,1.0,yes,no,no,yes,no,2.0,no,semi-furnished,1954
4200000,7000,3,1.0,1.0,yes,no,no,no,no,3.0,no,furnished,1968
4200000,4079,3,1.0,3.0,yes,no,no,no,no,0.0,no,semi-furnished,1960
4200000,3520,3,1.0,2.0,yes,no,no,no,no,0.0,yes,semi-furnished,2008
4200000,2145,3,1.0,3.0,yes,no,no,no,no,1.0,yes,unfurnished,1962
4200000,4500,3,1.0,1.0,yes,no,yes,no,no,0.0,no,furnished,1947
4193000,8250,3,1.0,1.0,yes,no,yes,no,no,3.0,no,semi-furnished,2012
4193000,3450,3,1.0,2.0,yes,no,no,no,no,1.0,no,semi-furnished,2001
4165000,4840,3,1.0,2.0,yes,no,no,no,no,1.0,no,semi-furnished,1953
4165000,4080,3,1.0,2.0,yes,no,no,no,no,2.0,no,semi-furnished,1945
4165000,4046,3,1.0,2.0,yes,no,yes,no,no,1.0,no,semi-furnished,1940
4130000,4632,4,1.0,2.0,yes,no,no,no,yes,0.0,no,semi-furnished,1948
4130000,5985,3,1.0,1.0,yes,no,yes,no,no,0.0,no,semi-furnished,2019
4123000,6060,2,1.0,1.0,yes,no,yes,no,no,1.0,no,semi-furnished,2019
4098500,3600,3,1.0,1.0,yes,no,yes,no,yes,0.0,yes,furnished,1993
4095000,3680,3,2.0,2.0,yes,no,no,no,no,0.0,no,semi-furnished,1951
4095000,4040,2,1.0,2.0,yes,no,no,no,no,1.0,no,semi-furnished,1944
4095000,5600,2,1.0,1.0,yes,no,no,no,yes,0.0,no,semi-furnished,1979
4060000,5900,4,2.0,2.0,no,no,yes,no,no,1.0,no,unfurnished,1985
4060000,4992,3,2.0,2.0,yes,no,no,no,no,2.0,no,unfurnished,1966
4060000,4340,3,1.0,1.0,yes,no,no,no,no,0.0,no,semi-furnished,2014
4060000,3000,4,1.0,3.0,yes,no,yes,no,yes,2.0,no,semi-furnished,1992
4060000,4320,3,1.0,2.0,yes,no,no,no,no,2.0,yes,furnished,1989
4025000,3630,3,2.0,2.0,yes,no,no,yes,no,2.0,no,semi-furnished,1991
4025000,3460,3,2.0,1.0,yes,no,yes,no,yes,1.0,no,furnished,1958
4025000,5400,3,1.0,1.0,yes,no,no,no,no,3.0,no,semi-furnished,1974
4007500,4500,3,1.0,2.0,no,no,yes,no,yes,0.0,no,semi-furnished,1991
4007500,3460,4,1.0,2.0,yes,no,no,no,yes,0.0,no,semi-furnished,1970
3990000,4100,4,1.0,1.0,no,no,yes,no,no,0.0,no,unfurnished,1993
3990000,6480,3,1.0,2.0,no,no,no,no,yes,1.0,no,semi-furnished,1998
3990000,4500,3,2.0,2.0,no,no,yes,no,yes,0.0,no,semi-furnished,1983
3990000,3960,3,1.0,2.0,yes,no,no,no,no,0.0,no,furnished,1995
3990000,4050,2,1.0,2.0,yes,yes,yes,no,no,0.0,yes,unfurnished,1958
3920000,7260,3,2.0,1.0,yes,yes,yes,no,no,3.0,no,furnished,1985
3920000,5500,4,1.0,2.0,yes,yes,yes,no,no,0.0,no,semi-furnished,2005
3920000,3000,3,1.0,2.0,yes,no,no,no,no,0.0,no,semi-furnished,2010
3920000,3290,2,1.0,1.0,yes,no,no,yes,no,1.0,no,furnished,1993
3920000,3816,2,1.0,1.0,yes,no,yes,no,yes,2.0,no,furnished,1988
3920000,8080,3,1.0,1.0,yes,no,no,no,yes,2.0,no,semi-furnished,1999
3920000,2145,4,2.0,1.0,yes,no,yes,no,no,0.0,yes,unfurnished,2020
3885000,3780,2,1.0,2.0,yes,yes,yes,no,no,0.0,no,semi-furnished,1966
3885000,3180,4,2.0,2.0,yes,no,no,no,no,0.0,no,furnished,1975
3850000,5300,5,2.0,2.0,yes,no,no,no,no,0.0,no,semi-furnished,1998
3850000,3180,2,2.0,1.0,yes,no,yes,no,no,2.0,no,semi-furnished,1989
3850000,7152,3,1.0,2.0,yes,no,no,no,yes,0.0,no,furnished,2013
3850000,4080,2,1.0,1.0,yes,no,no,no,no,0.0,no,semi-furnished,1984
3850000,3850,2,1.0,1.0,yes,no,no,no,no,0.0,no,semi-furnished,1953
3850000,2015,3,1.0,2.0,yes,no,yes,no,no,0.0,yes,semi-furnished,2010
3850000,2176,2,1.0,2.0,yes,yes,no,no,no,0.0,yes,semi-furnished,1978
3836000,3350,3,1.0,2.0,yes,no,no,no,no,0.0,no,unfurnished,1979
3815000,3150,2,2.0,1.0,no,no,yes,no,no,0.0,no,semi-furnished,1948
3780000,4820,3,1.0,2.0,yes,no,no,no,no,0.0,no,semi-furnished,1953
3780000,3420,2,1.0,2.0,yes,no,no,yes,no,1.0,no,semi-furnished,1947
3780000,3600,2,1.0,1.0,yes,no,no,no,no,0.0,no,semi-furnished,2020
3780000,5830,2,1.0,1.0,yes,no,no,no,no,2.0,no,unfurnished,1962
3780000,2856,3,1.0,3.0,yes,no,no,no,no,0.0,yes,furnished,2019
3780000,8400,2,1.0,1.0,yes,no,no,no,no,1.0,no,furnished,1948
3773000,8250,3,1.0,1.0,yes,no,no,no,no,2.0,no,furnished,1946
3773000,2520,5,2.0,1.0,no,no,yes,no,yes,1.0,no,furnished,2011
3773000,6930,4,1.0,2.0,no,no,no,no,no,1.0,no,furnished,2006
3745000,3480,2,1.0,1.0,yes,no,no,no,no,,yes,semi-furnished,2000
3710000,3600,3,1.0,1.0,yes,no,no,no,no,1.0,no,unfurnished,1956
13300000,7420,4,2.0,3.0,yes,no,no,no,yes,2.0,yes,furnished,1996
3710000,4040,2,1.0,1.0,yes,no,no,no,no,0.0,no,semi-furnished,1963
3710000,6020,3,1.0,1.0,yes,no,no,no,no,0.0,no,semi-furnished,1964
3710000,4050,2,1.0,1.0,yes,no,no,no,no,0.0,no,furnished,1944
3710000,3584,2,1.0,1.0,yes,no,no,yes,no,0.0,no,semi-furnished,1989
3703000,3120,3,1.0,2.0,no,no,yes,yes,no,0.0,no,semi-furnished,1970
3703000,5450,2,1.0,1.0,yes,no,no,no,no,0.0,no,furnished,1994
3675000,3630,2,1.0,1.0,yes,no,yes,no,no,0.0,no,furnished,1965
3675000,3630,2,1.0,1.0,yes,no,no,no,yes,0.0,no,unfurnished,1960
3675000,5640,2,1.0,1.0,no,no,no,no,no,0.0,no,semi-furnished,1997
3675000,3600,2,1.0,1.0,yes,no,no,no,no,0.0,no,furnished,1963
3640000,4280,2,1.0,1.0,yes,no,no,no,yes,2.0,no,semi-furnished,1967
3640000,3570,3,1.0,2.0,yes,no,yes,no,no,0.0,no,semi-furnished,1969
3640000,3180,3,1.0,2.0,no,no,yes,no,no,0.0,no,semi-furnished,1973
3640000,3000,2,1.0,2.0,yes,no,no,no,yes,0.0,no,furnished,1993
3640000,3520,2,2.0,1.0,yes,no,yes,no,no,0.0,no,semi-furnished,1991
3640000,5960,3,1.0,2.0,yes,yes,yes,no,no,0.0,no,unfurnished,1947
3640000,4130,3,2.0,2.0,yes,no,no,no,no,2.0,no,semi-furnished,1949
3640000,2850,3,2.0,2.0,no,no,yes,no,no,0.0,yes,unfurnished,1994
3640000,2275,3,1.0,3.0,yes,no,no,yes,yes,0.0,yes,semi-furnished,1940
3633000,3520,3,1.0,1.0,yes,no,no,no,no,2.0,yes,unfurnished,1976
3605000,4500,2,1.0,1.0,yes,no,no,no,no,0.0,no,semi-furnished,1960
3605000,4000,2,1.0,1.0,yes,no,no,no,no,0.0,yes,semi-furnished,1943
3570000,3150,3,1.0,2.0,yes,no,yes,no,no,0.0,no,furnished,1982
3570000,4500,4,2.0,2.0,yes,no,yes,no,no,2.0,no,furnished,2005
3570000,4500,2,1.0,1.0,no,no,no,no,no,0.0,no,furnished,1960
3570000,3640,2,1.0,1.0,yes,no,no,no,no,0.0,no,unfurnished,1976
3535000,3850,3,1.0,1.0,yes,no,no,no,no,2.0,no,unfurnished,2008
3500000,4240,3,1.0,2.0,yes,no,no,no,yes,0.0,no,semi-furnished,2020
3500000,3650,3,1.0,2.0,yes,no,no,no,no,0.0,no,unfurnished,1987
3500000,4600,4,1.0,2.0,yes,no,no,no,no,0.0,no,semi-furnished,1950
3500000,2135,3,2.0,2.0,no,no,no,no,no,0.0,no,unfurnished,1983
3500000,3036,3,1.0,2.0,yes,no,yes,no,no,0.0,no,semi-furnished,2003
3500000,3990,3,1.0,2.0,yes,no,no,no,no,0.0,no,semi-furnished,1971
3500000,7424,3,1.0,1.0,no,no,no,no,no,0.0,no,unfurnished,1960
3500000,3480,3,1.0,1.0,no,no,no,no,yes,0.0,no,unfurnished,2010
3500000,3600,6,1.0,2.0,yes,no,no,no,no,1.0,no,unfurnished,1949
3500000,3640,2,1.0,1.0,yes,no,no,no,no,1.0,no,semi-furnished,2000
3500000,5900,2,1.0,1.0,yes,no,no,no,no,1.0,no,furnished,1975
3500000,3120,3,1.0,2.0,yes,no,no,no,no,1.0,no,unfurnished,2016
3500000,7350,2,1.0,1.0,yes,no,no,no,no,1.0,no,semi-furnished    ,1958
3500000,3512,2,1.0,1.0,yes,no,no,no,no,1.0,yes,unfurnished,2014
3500000,9500,3,1.0,2.0,yes,no,no,no,no,3.0,yes,unfurnished,1983
3500000,5880,2,1.0,1.0,yes,no,no,no,no,0.0,no,unfurnished,1943
3500000,12944,3,1.0,1.0,yes,no,no,no,no,0.0,no,unfurnished,1952
3493000,4900,3,1.0,2.0,no,no,no,no,no,0.0,no,unfurnished,1998
3465000,3060,3,1.0,1.0,yes,no,no,no,no,0.0,no,unfurnished,1941
3465000,5320,2,1.0,1.0,yes,no,no,no,no,1.0,yes,unfurnished,1940
3465000,2145,3,1.0,3.0,yes,no,no,no,no,0.0,yes,furnished,1979
3430000,4000,2,1.0,1.0,yes,no,no,no,no,0.0,no,unfurnished,1964
3430000,3185,2,1.0,1.0,yes,no,no,no,no,2.0,no,unfurnished,1998
3430000,3850,3,1.0,1.0,yes,no,no,no,no,0.0,no,unfurnished,1976
3430000,2145,3,1.0,3.0,yes,no,no,no,no,0.0,yes,furnished,2009
3430000,2610,3,1.0,2.0,yes,no,yes,no,no,0.0,yes,unfurnished     ,1946
3430000,1950,3,2.0,2.0,yes,no,yes,no,no,0.0,yes,unfurnished,1943
3423000,4040,2,1.0,1.0,yes,no,no,no,no,0.0,no,unfurnished,1980
3395000,4785,3,1.0,2.0,yes,yes,yes,no,yes,1.0,no,furnished,2000
3395000,3450,30,1.0,1.0,yes,no,yes,no,no,2.0,no,unfurnished,1973
3395000,3640,2,1.0,1.0,yes,no,no,no,no,0.0,no,furnished,1968
3360000,3500,4,1.0,2.0,yes,no,no,no,yes,2.0,no,unfurnished,2008
3360000,4960,4,1.0,3.0,no,no,no,no,no,0.0,no,semi-furnished,1966
3360000,4120,2,1.0,2.0,yes,no,no,no,no,0.0,no,unfurnished,1991
3360000,4750,2,1.0,1.0,yes,no,no,no,no,0.0,no,unfurnished,2013
3360000,3720,2,1.0,1.0,no,no,no,no,yes,0.0,no,unfurnished    ,1993
3360000,3750,3,1.0,1.0,yes,no,no,no,no,0.0,no,unfurnished,2009
3360000,3100,3,1.0,2.0,no,no,yes,no,no,0.0,no,semi-furnished,1973
3360000,3185,2,1.0,1.0,yes,no,yes,no,no,2.0,no,furnished,1947
3353000,2700,3,1.0,1.0,no,no,no,no,no,0.0,no,furnished,2012
3332000,2145,3,1.0,2.0,yes,no,yes,no,no,0.0,yes,furnished,1947
3325000,4040,2,1.0,1.0,yes,no,no,no,no,1.0,no,unfurnished,2007
3325000,4775,4,1.0,2.0,yes,no,no,no,no,0.0,no,unfurnished,2007
3290000,2500,2,1.0,1.0,no,no,no,no,yes,0.0,no,unfurnished,2011
3290000,3180,4,1.0,2.0,yes,no,yes,no,yes,0.0,no,unfurnished,1940
3290000,6060,3,1.0,1.0,yes,yes,yes,no,no,0.0,no,furnished,1945
3290000,3480,4,1.0,2.0,no,no,no,no,no,1.0,no,semi-furnished,1970
3290000,3792,4,1.0,2.0,yes,no,no,no,no,0.0,no,semi-furnished,2013
3290000,4040,2,1.0,1.0,yes,no,no,no,no,0.0,no,unfurnished,1947
3290000,2145,3,1.0,2.0,yes,no,yes,no,no,0.0,yes,furnished,1961
3290000,5880,3,1.0,1.0,yes,no,no,no,no,1.0,no,unfurnished,1948
3255000,4500,2,1.0,1.0,no,no,no,no,no,0.0,no,semi-furnished,1983
3255000,3930,2,1.0,1.0,no,no,no,no,no,0.0,no,unfurnished,1986
3234000,3640,4,1.0,2.0,yes,no,yes,no,no,0.0,no,unfurnished,1940
3220000,4370,3,1.0,2.0,yes,no,no,no,no,0.0,no,unfurnished,1991
3220000,2684,2,1.0,1.0,yes,no,no,no,yes,1.0,no,unfurnished,1978
3220000,4320,3,1.0,1.0,no,no,no,no,no,1.0,no,unfurnished,2014
3220000,3120,3,1.0,2.0,no,no,no,no,no,0.0,no,furnished,1966
3150000,3450,1,1.0,1.0,yes,no,no,no,no,0.0,no,furnished,2018
3150000,3986,2,2.0,1.0,no,yes,yes,no,no,1.0,no,unfurnished,1972
3150000,3500,2,1.0,1.0,no,no,yes,no,no,0.0,no,semi-furnished,2010
3150000,4095,2,1.0,1.0,yes,no,no,no,no,2.0,no,semi-furnished,1984
3150000,1650,3,1.0,2.0,no,no,yes,no,no,0.0,no,unfurnished,1999
3150000,3450,3,1.0,2.0,yes,no,yes,no,no,0.0,no,semi-furnished,1997
3150000,6750,2,1.0,1.0,yes,no,no,no,no,0.0,no,semi-furnished,1990
3150000,9000,3,1.0,2.0,yes,no,no,no,no,2.0,no,semi-furnished,1985
3150000,3069,2,1.0,1.0,yes,no,no,no,no,1.0,no,unfurnished,1944
3143000,4500,3,1.0,2.0,yes,no,no,no,yes,0.0,no,unfurnished      ,1997
3129000,5495,3,1.0,1.0,yes,no,yes,no,no,0.0,no,unfurnished,1957
3118850,2398,3,1.0,1.0,yes,no,no,no,no,0.0,yes,semi-furnished,1975
3115000,3000,3,1.0,1.0,no,no,no,no,yes,0.0,no,unfurnished,2006
3115000,3850,3,1.0,2.0,yes,no,no,no,no,0.0,no,unfurnished,1960
3115000,3500,2,1.0,1.0,yes,no,no,no,no,0.0,no,unfurnished,1985
3087000,8100,2,1.0,1.0,yes,no,no,no,no,1.0,no,unfurnished    ,1997
3080000,4960,2,1.0,1.0,yes,no,yes,no,yes,0.0,no,unfurnished,2019
3080000,2160,3,1.0,2.0,no,no,yes,no,no,0.0,no,semi-furnished,1976
3080000,3090,2,1.0,1.0,yes,yes,yes,no,no,0.0,no,unfurnished,2002
3080000,4500,2,1.0,2.0,yes,no,no,yes,no,1.0,no,semi-furnished,1944
3045000,3800,2,1.0,1.0,yes,no,no,no,no,0.0,no,unfurnished,2017
3010000,3090,3,1.0,2.0,no,no,no,no,no,0.0,no,semi-furnished,1970
3010000,3240,3,1.0,2.0,yes,no,no,no,no,2.0,no,semi-furnished,1975
3010000,2835,2,1.0,1.0,yes,no,no,no,no,0.0,no,semi-furnished,2013
3010000,4600,2,1.0,1.0,yes,no,no,no,no,0.0,no,furnished,1995
3010000,5076,3,1.0,1.0,no,no,no,no,no,0.0,no,unfurnished    ,1966
3010000,3750,3,1.0,2.0,yes,no,no,no,no,0.0,no,unfurnished,1962
3010000,3630,4,1.0,2.0,yes,no,no,no,no,3.0,no,semi-furnished,2016
3003000,8050,2,1.0,1.0,yes,no,no,no,no,0.0,no,unfurnished,2019
2975000,4352,4,1.0,2.0,no,no,no,no,no,1.0,no,unfurnished,1991
2961000,3000,2,1.0,2.0,yes,no,no,no,no,0.0,no,semi-furnished,1986
2940000,5850,3,1.0,2.0,yes,no,yes,no,no,1.0,no,unfurnished,2020
2940000,4960,2,1.0,1.0,yes,no,no,no,no,0.0,no,unfurnished,2001
2940000,3600,3,1.0,2.0,no,no,no,no,no,1.0,no,unfurnished,2000
2940000,3660,4,1.0,2.0,no,no,no,no,no,0.0,no,unfurnished,1987
2940000,3480,3,1.0,2.0,no,no,no,no,no,1.0,no,semi-furnished,1940
2940000,2700,2,1.0,1.0,no,no,no,no,no,0.0,no,furnished,1950
2940000,3150,3,1.0,2.0,no,no,no,no,no,0.0,no,unfurnished,2015
2940000,6615,3,1.0,2.0,yes,no,no,no,no,0.0,no,semi-furnished,1953
2870000,3040,2,1.0,1.0,no,no,no,no,no,0.0,no,unfurnished     ,2011
2870000,3630,2,1.0,1.0,yes,no,no,no,no,0.0,no,unfurnished,1946
2870000,6000,2,1.0,1.0,yes,no,no,no,no,0.0,no,semi-furnished,1985
2870000,5400,4,1.0,2.0,yes,no,no,no,no,0.0,no,unfurnished,1970
2852500,5200,4,1.0,3.0,yes,no,no,no,no,0.0,no,unfurnished,1955
2835000,3300,3,1.0,2.0,no,no,no,no,no,1.0,no,semi-furnished,1981
2835000,4350,3,1.0,2.0,no,no,no,yes,no,1.0,no,unfurnished,1978
2835000,2640,2,1.0,1.0,no,no,no,no,no,1.0,no,furnished,1993
2800000,2650,3,1.0,2.0,yes,no,yes,no,no,1.0,no,unfurnished,1983
2800000,3960,3,1.0,1.0,yes,no,no,no,no,0.0,no,furnished,1947
2730000,6800,2,1.0,1.0,yes,no,no,no,no,0.0,no,unfurnished,2005
2730000,4000,3,1.0,2.0,yes,no,no,no,no,1.0,no,unfurnished,1981
2695000,4000,2,1.0,1.0,yes,no,no,no,no,0.0,no,unfurnished,2006
2660000,3934,2,1.0,1.0,yes,no,no,no,no,0.0,no,unfurnished,2018
2660000,3934,2,1.0,1.0,yes,no,no,no,no,0.0,no,unfurnished,1971
2660000,2000,2,1.0,2.0,yes,no,no,no,no,0.0,no,semi-furnished,1990
2660000,3630,3,3.0,2.0,no,yes,no,no,no,0.0,no,unfurnished,1986
2660000,2800,3,1.0,1.0,yes,no,no,no,no,0.0,no,unfurnished,1973
2660000,2430,3,1.0,1.0,no,no,no,no,no,0.0,no,unfurnished,1952
2660000,3480,2,1.0,1.0,yes,no,no,no,no,1.0,no,semi-furnished,2020
2660000,4000,3,1.0,1.0,yes,no,no,no,no,0.0,no,semi-furnished,2006
2653000,3185,2,1.0,1.0,yes,no,no,no,yes,0.0,no,unfurnished,2012
2653000,4000,3,1.0,2.0,yes,no,no,no,yes,0.0,no,unfurnished,1950
2604000,2910,2,1.0,1.0,no,no,no,no,no,0.0,no,unfurnished,1967
2590000,3600,2,1.0,1.0,yes,no,no,no,no,0.0,no,unfurnished,1996
2590000,4400,2,1.0,1.0,yes,no,no,no,no,0.0,no,unfurnished,2005
2590000,3600,2,2.0,2.0,yes,no,yes,no,no,1.0,no,furnished,2004
2520000,2880,3,1.0,1.0,no,no,no,no,no,0.0,no,unfurnished,2009
2520000,3180,3,1.0,1.0,no,no,no,no,no,0.0,no,unfurnished,1974
2660000,3934,2,1.0,1.0,yes,no,no,no,no,0.0,no,unfurnished,2019
2520000,3000,2,1.0,2.0,yes,no,no,no,no,0.0,no,furnished,1943
2485000,4400,3,1.0,2.0,yes,no,no,no,no,0.0,no,unfurnished,2000
2485000,3000,3,1.0,2.0,no,no,no,no,no,0.0,no,semi-furnished,1977
2450000,3210,3,1.0,2.0,yes,no,yes,no,no,0.0,no,unfurnished,1983
2450000,3240,2,1.0,1.0,no,yes,no,no,no,1.0,no,unfurnished,2010
2450000,3000,2,1.0,1.0,yes,no,no,no,no,1.0,no,unfurnished,1960
2450000,3500,2,1.0,1.0,yes,yes,no,no,no,0.0,no,unfurnished,1946
2450000,4840,2,1.0,2.0,yes,no,no,no,no,0.0,no,unfurnished,1968
2450000,7700,2,1.0,1.0,yes,no,no,no,no,0.0,no,unfurnished,1946
2408000,3635,2,1.0,1.0,no,no,no,no,no,0.0,no,unfurnished,2006
2380000,2475,3,1.0,2.0,yes,no,no,no,no,0.0,no,furnished,2009
2450000,3240,2,1.0,1.0,no,yes,no,no,no,1.0,no,unfurnished,2013
2450000,3240,2,1.0,1.0,no,yes,no,no,no,1.0,no,unfurnished,1994
2380000,2787,4,2.0,2.0,yes,no,no,no,no,0.0,no,furnished,2017
2380000,3264,2,1.0,1.0,yes,no,no,no,no,0.0,no,unfurnished,1961
2345000,3640,2,1.0,1.0,yes,no,no,no,no,0.0,no,unfurnished,1971
2310000,3180,2,1.0,1.0,yes,no,no,no,no,0.0,no,unfurnished,1975
2275000,1836,2,1.0,1.0,no,no,yes,no,no,0.0,no,semi-furnished,1948
2275000,3974570,1,1.0,1.0,no,no,no,no,no,0.0,no,unfurnished,1965
2275000,3970,3,1.0,2.0,yes,no,yes,no,no,0.0,no,unfurnished,1961
2240000,1950,3,1.0,1.0,no,no,no,yes,no,0.0,no,unfurnished,1985
2233000,5300,3,1.0,1.0,no,no,no,no,yes,0.0,yes,unfurnished,1956
2135000,3000,2,1.0,1.0,no,no,no,no,no,0.0,no,unfurnished,1965
2100000,2400,3,1.0,2.0,yes,no,no,no,no,0.0,no,unfurnished,1977
2100000,3000,4,1.0,2.0,yes,no,no,no,no,0.0,no,unfurnished,1941
2100000,3360,2,1.0,1.0,yes,no,no,no,no,1.0,no,unfurnished,1945
1960000,3420,5,1.0,2.0,no,no,no,no,no,0.0,no,unfurnished,2010
1890000,1700,3,1.0,2.0,yes,no,no,no,no,0.0,no,unfurnished,1952
1890000,3649,2,1.0,1.0,yes,no,no,no,no,0.0,no,unfurnished,2014
1855000,2990,2,1.0,1.0,no,no,no,no,no,1.0,no,unfurnished,1994
2345000,3640,2,1.0,1.0,yes,no,no,no,no,0.0,no,unfurnished,2018
1820000,3000,2,1.0,1.0,yes,no,yes,no,no,2.0,no,unfurnished,2002
1767150,2400,3,1.0,1.0,no,no,no,no,no,0.0,no,semi-furnished,2012
1750000,3620,2,1.0,1.0,yes,no,no,no,no,0.0,no,unfurnished,2011
1750000,3620,2,1.0,1.0,yes,no,no,no,no,0.0,no,unfurnished,1985
1750000,29174570,3,1.0,1.0,no,no,no,no,no,0.0,no,furnished     ,1945
1750000,3850,3,1.0,2.0,yes,no,no,no,no,0.0,no,unfurnished,1987
1750000,3620,2,1.0,1.0,yes,no,no,no,no,0.0,no,unfurnished,1999
