price,area,bedrooms,bathrooms,stories,mainroad,guestroom,basement,hotwaterheating,airconditioning,parking,prefarea,furnishingstatus,construction_year,price_per_bedroom
4340.0,0.62,4,1,2,yes,no,no,no,no,0,no,semi-furnished,1998,1085.0
4319.0,-0.5,2,1,1,yes,no,yes,no,no,0,no,furnished,1940,2159.5
4305.0,-0.33,2,1,1,yes,no,no,no,no,1,no,semi-furnished,2003,2152.5
4305.0,2.44,2,1,1,yes,no,no,no,no,1,yes,semi-furnished,1956,2152.5
4277.0,-0.79,3,1,2,yes,no,yes,no,no,2,yes,semi-furnished,1976,1425.67
4270.0,0.58,2,1,1,yes,no,no,no,no,0,no,furnished,1964,2135.0
4270.0,0.58,2,1,2,yes,no,no,no,no,0,no,unfurnished,2003,2135.0
4270.0,-0.28,2,1,1,yes,no,no,no,yes,2,no,furnished,2007,2135.0
4270.0,-1.36,3,1,2,no,yes,yes,no,yes,0,no,unfurnished,1991,1423.33
4270.0,-0.35,4,1,2,yes,no,no,no,no,0,no,furnished,1948,1067.5
4270.0,1.24,2,1,1,yes,no,no,no,no,1,no,furnished,1996,2135.0
4235.0,0.72,3,1,2,yes,yes,no,no,no,0,no,semi-furnished,1972,1411.67
4235.0,-1.08,3,1,1,yes,no,yes,no,no,0,yes,furnished,1959,1411.67
4200.0,0.18,3,1,2,yes,no,no,no,yes,0,no,unfurnished,2012,1400.0
4200.0,-0.03,3,1,2,yes,no,yes,no,yes,0,no,unfurnished,2011,1400.0
4200.0,0.35,2,1,1,yes,yes,yes,no,no,2,no,semi-furnished,1953,2100.0
4200.0,-1.16,4,3,2,no,no,no,no,no,0,no,semi-furnished,1998,1050.0
4200.0,-1.0,3,1,2,yes,no,yes,no,yes,0,no,unfurnished,1995,1400.0
4200.0,-1.1,4,2,2,no,no,no,no,no,0,no,semi-furnished,2004,1050.0
4200.0,-0.32,2,1,1,no,no,no,no,no,1,no,unfurnished,2015,2100.0
4200.0,-0.51,4,2,2,no,no,no,no,no,0,no,semi-furnished,1976,1050.0
4200.0,-1.29,3,1,2,no,no,no,no,no,0,no,semi-furnished,1965,1400.0
4200.0,-0.24,3,2,2,yes,no,no,no,yes,1,no,semi-furnished,1972,1400.0
4200.0,-0.68,3,2,2,yes,no,yes,no,no,0,no,unfurnished,1982,1400.0
4200.0,0.32,3,1,1,yes,no,no,yes,no,2,no,semi-furnished,1954,1400.0
4200.0,0.88,3,1,1,yes,no,no,no,no,3,no,furnished,1968,1400.0
4200.0,-0.48,3,1,3,yes,no,no,no,no,0,no,semi-furnished,1960,1400.0
4200.0,-0.74,3,1,2,yes,no,no,no,no,0,yes,semi-furnished,2008,1400.0
4200.0,-1.38,3,1,3,yes,no,no,no,no,1,yes,unfurnished,1962,1400.0
4200.0,-0.28,3,1,1,yes,no,yes,no,no,0,no,furnished,1947,1400.0
4193.0,1.46,3,1,1,yes,no,yes,no,no,3,no,semi-furnished,2012,1397.67
4193.0,-0.77,3,1,2,yes,no,no,no,no,1,no,semi-furnished,2001,1397.67
4165.0,-0.12,3,1,2,yes,no,no,no,no,1,no,semi-furnished,1953,1388.33
4165.0,-0.48,3,1,2,yes,no,no,no,no,2,no,semi-furnished,1945,1388.33
4165.0,-0.49,3,1,2,yes,no,yes,no,no,1,no,semi-furnished,1940,1388.33
4130.0,-0.22,4,1,2,yes,no,no,no,yes,0,no,semi-furnished,1948,1032.5
4130.0,0.41,3,1,1,yes,no,yes,no,no,0,no,semi-furnished,2019,1376.67
4123.0,0.44,2,1,1,yes,no,yes,no,no,1,no,semi-furnished,2019,2061.5
4098.5,-0.7,3,1,1,yes,no,yes,no,yes,0,yes,furnished,1993,1366.17
4095.0,-0.66,3,2,2,yes,no,no,no,no,0,no,semi-furnished,1951,1365.0
4095.0,-0.5,2,1,2,yes,no,no,no,no,1,no,semi-furnished,1944,2047.5
4095.0,0.23,2,1,1,yes,no,no,no,yes,0,no,semi-furnished,1979,2047.5
4060.0,0.37,4,2,2,no,no,yes,no,no,1,no,unfurnished,1985,1015.0
4060.0,-0.05,3,2,2,yes,no,no,no,no,2,no,unfurnished,1966,1353.33
4060.0,-0.36,3,1,1,yes,no,no,no,no,0,no,semi-furnished,2014,1353.33
4060.0,-0.98,4,1,3,yes,no,yes,no,yes,2,no,semi-furnished,1992,1015.0
4060.0,-0.37,3,1,2,yes,no,no,no,no,2,yes,furnished,1989,1353.33
4025.0,-0.69,3,2,2,yes,no,no,yes,no,2,no,semi-furnished,1991,1341.67
4025.0,-0.76,3,2,1,yes,no,yes,no,yes,1,no,furnished,1958,1341.67
4025.0,0.14,3,1,1,yes,no,no,no,no,3,no,semi-furnished,1974,1341.67
4007.5,-0.28,3,1,2,no,no,yes,no,yes,0,no,semi-furnished,1991,1335.83
4007.5,-0.76,4,1,2,yes,no,no,no,yes,0,no,semi-furnished,1970,1001.88
3990.0,-0.47,4,1,1,no,no,yes,no,no,0,no,unfurnished,1993,997.5
3990.0,0.64,3,1,2,no,no,no,no,yes,1,no,semi-furnished,1998,1330.0
3990.0,-0.28,3,2,2,no,no,yes,no,yes,0,no,semi-furnished,1983,1330.0
3990.0,-0.53,3,1,2,yes,no,no,no,no,0,no,furnished,1995,1330.0
3990.0,-0.49,2,1,2,yes,yes,yes,no,no,0,yes,unfurnished,1958,1995.0
3920.0,1.0,3,2,1,yes,yes,yes,no,no,3,no,furnished,1985,1306.67
3920.0,0.18,4,1,2,yes,yes,yes,no,no,0,no,semi-furnished,2005,980.0
3920.0,-0.98,3,1,2,yes,no,no,no,no,0,no,semi-furnished,2010,1306.67
3920.0,-0.84,2,1,1,yes,no,no,yes,no,1,no,furnished,1993,1960.0
3920.0,-0.6,2,1,1,yes,no,yes,no,yes,2,no,furnished,1988,1960.0
3920.0,1.38,3,1,1,yes,no,no,no,yes,2,no,semi-furnished,1999,1306.67
3920.0,-1.38,4,2,1,yes,no,yes,no,no,0,yes,unfurnished,2020,980.0
3885.0,-0.62,2,1,2,yes,yes,yes,no,no,0,no,semi-furnished,1966,1942.5
3885.0,-0.89,4,2,2,yes,no,no,no,no,0,no,furnished,1975,971.25
3850.0,0.09,5,2,2,yes,no,no,no,no,0,no,semi-furnished,1998,770.0
3850.0,-0.89,2,2,1,yes,no,yes,no,no,2,no,semi-furnished,1989,1925.0
3850.0,0.95,3,1,2,yes,no,no,no,yes,0,no,furnished,2013,1283.33
3850.0,-0.48,2,1,1,yes,no,no,no,no,0,no,semi-furnished,1984,1925.0
3850.0,-0.58,2,1,1,yes,no,no,no,no,0,no,semi-furnished,1953,1925.0
3850.0,-1.44,3,1,2,yes,no,yes,no,no,0,yes,semi-furnished,2010,1283.33
3850.0,-1.36,2,1,2,yes,yes,no,no,no,0,yes,semi-furnished,1978,1925.0
3836.0,-0.82,3,1,2,yes,no,no,no,no,0,no,unfurnished,1979,1278.67
3815.0,-0.91,2,2,1,no,no,yes,no,no,0,no,semi-furnished,1948,1907.5
3780.0,-0.13,3,1,2,yes,no,no,no,no,0,no,semi-furnished,1953,1260.0
3780.0,-0.78,2,1,2,yes,no,no,yes,no,1,no,semi-furnished,1947,1890.0
3780.0,-0.7,2,1,1,yes,no,no,no,no,0,no,semi-furnished,2020,1890.0
3780.0,0.34,2,1,1,yes,no,no,no,no,2,no,unfurnished,1962,1890.0
3780.0,-1.05,3,1,3,yes,no,no,no,no,0,yes,furnished,2019,1260.0
3780.0,1.53,2,1,1,yes,no,no,no,no,1,no,furnished,1948,1890.0
3773.0,1.46,3,1,1,yes,no,no,no,no,2,no,furnished,1946,1257.67
3773.0,-1.2,5,2,1,no,no,yes,no,yes,1,no,furnished,2011,754.6
3773.0,0.85,4,1,2,no,no,no,no,no,1,no,furnished,2006,943.25
3745.0,-0.76,2,1,1,yes,no,no,no,no,0,yes,semi-furnished,2000,1872.5
3710.0,-0.7,3,1,1,yes,no,no,no,no,1,no,unfurnished,1956,1236.67
3710.0,-0.5,2,1,1,yes,no,no,no,no,0,no,semi-furnished,1963,1855.0
3710.0,0.42,3,1,1,yes,no,no,no,no,0,no,semi-furnished,1964,1236.67
3710.0,-0.49,2,1,1,yes,no,no,no,no,0,no,furnished,1944,1855.0
3710.0,-0.71,2,1,1,yes,no,no,yes,no,0,no,semi-furnished,1989,1855.0
3703.0,-0.92,3,1,2,no,no,yes,yes,no,0,no,semi-furnished,1970,1234.33
3703.0,0.16,2,1,1,yes,no,no,no,no,0,no,furnished,1994,1851.5
3675.0,-0.69,2,1,1,yes,no,yes,no,no,0,no,furnished,1965,1837.5
3675.0,-0.69,2,1,1,yes,no,no,no,yes,0,no,unfurnished,1960,1837.5
3675.0,0.25,2,1,1,no,no,no,no,no,0,no,semi-furnished,1997,1837.5
3675.0,-0.7,2,1,1,yes,no,no,no,no,0,no,furnished,1963,1837.5
3640.0,-0.38,2,1,1,yes,no,no,no,yes,2,no,semi-furnished,1967,1820.0
3640.0,-0.71,3,1,2,yes,no,yes,no,no,0,no,semi-furnished,1969,1213.33
3640.0,-0.89,3,1,2,no,no,yes,no,no,0,no,semi-furnished,1973,1213.33
3640.0,-0.98,2,1,2,yes,no,no,no,yes,0,no,furnished,1993,1820.0
3640.0,-0.74,2,2,1,yes,no,yes,no,no,0,no,semi-furnished,1991,1820.0
3640.0,0.4,3,1,2,yes,yes,yes,no,no,0,no,unfurnished,1947,1213.33
3640.0,-0.45,3,2,2,yes,no,no,no,no,2,no,semi-furnished,1949,1213.33
3640.0,-1.05,3,2,2,no,no,yes,no,no,0,yes,unfurnished,1994,1213.33
3640.0,-1.32,3,1,3,yes,no,no,yes,yes,0,yes,semi-furnished,1940,1213.33
3633.0,-0.74,3,1,1,yes,no,no,no,no,2,yes,unfurnished,1976,1211.0
3605.0,-0.28,2,1,1,yes,no,no,no,no,0,no,semi-furnished,1960,1802.5
3605.0,-0.51,2,1,1,yes,no,no,no,no,0,yes,semi-furnished,1943,1802.5
3570.0,-0.91,3,1,2,yes,no,yes,no,no,0,no,furnished,1982,1190.0
3570.0,-0.28,4,2,2,yes,no,yes,no,no,2,no,furnished,2005,892.5
3570.0,-0.28,2,1,1,no,no,no,no,no,0,no,furnished,1960,1785.0
3570.0,-0.68,2,1,1,yes,no,no,no,no,0,no,unfurnished,1976,1785.0
3535.0,-0.58,3,1,1,yes,no,no,no,no,2,no,unfurnished,2008,1178.33
3500.0,-0.4,3,1,2,yes,no,no,no,yes,0,no,semi-furnished,2020,1166.67
3500.0,-0.68,3,1,2,yes,no,no,no,no,0,no,unfurnished,1987,1166.67
3500.0,-0.24,4,1,2,yes,no,no,no,no,0,no,semi-furnished,1950,875.0
3500.0,-1.38,3,2,2,no,no,no,no,no,0,no,unfurnished,1983,1166.67
3500.0,-0.96,3,1,2,yes,no,yes,no,no,0,no,semi-furnished,2003,1166.67
3500.0,-0.52,3,1,2,yes,no,no,no,no,0,no,semi-furnished,1971,1166.67
3500.0,1.08,3,1,1,no,no,no,no,no,0,no,unfurnished,1960,1166.67
3500.0,-0.76,3,1,1,no,no,no,no,yes,0,no,unfurnished,2010,1166.67
3500.0,-0.7,6,1,2,yes,no,no,no,no,1,no,unfurnished,1949,583.33
3500.0,-0.68,2,1,1,yes,no,no,no,no,1,no,semi-furnished,2000,1750.0
3500.0,0.37,2,1,1,yes,no,no,no,no,1,no,furnished,1975,1750.0
3500.0,-0.92,3,1,2,yes,no,no,no,no,1,no,unfurnished,2016,1166.67
3500.0,1.04,2,1,1,yes,no,no,no,no,1,no,semi-furnished    ,1958,1750.0
3500.0,-0.74,2,1,1,yes,no,no,no,no,1,yes,unfurnished,2014,1750.0
3500.0,2.04,3,1,2,yes,no,no,no,no,3,yes,unfurnished,1983,1166.67
3500.0,0.36,2,1,1,yes,no,no,no,no,0,no,unfurnished,1943,1750.0
3500.0,3.64,3,1,1,yes,no,no,no,no,0,no,unfurnished,1952,1166.67
3493.0,-0.1,3,1,2,no,no,no,no,no,0,no,unfurnished,1998,1164.33
3465.0,-0.95,3,1,1,yes,no,no,no,no,0,no,unfurnished,1941,1155.0
3465.0,0.1,2,1,1,yes,no,no,no,no,1,yes,unfurnished,1940,1732.5
3465.0,-1.38,3,1,3,yes,no,no,no,no,0,yes,furnished,1979,1155.0
3430.0,-0.51,2,1,1,yes,no,no,no,no,0,no,unfurnished,1964,1715.0
3430.0,-0.89,2,1,1,yes,no,no,no,no,2,no,unfurnished,1998,1715.0
3430.0,-0.58,3,1,1,yes,no,no,no,no,0,no,unfurnished,1976,1143.33
3430.0,-1.38,3,1,3,yes,no,no,no,no,0,yes,furnished,2009,1143.33
3430.0,-1.16,3,1,2,yes,no,yes,no,no,0,yes,unfurnished     ,1946,1143.33
3430.0,-1.47,3,2,2,yes,no,yes,no,no,0,yes,unfurnished,1943,1143.33
3423.0,-0.5,2,1,1,yes,no,no,no,no,0,no,unfurnished,1980,1711.5
3395.0,-0.15,3,1,2,yes,yes,yes,no,yes,1,no,furnished,2000,1131.67
3395.0,-0.77,30,1,1,yes,no,yes,no,no,2,no,unfurnished,1973,113.17
3395.0,-0.68,2,1,1,yes,no,no,no,no,0,no,furnished,1968,1697.5
3360.0,-0.75,4,1,2,yes,no,no,no,yes,2,no,unfurnished,2008,840.0
3360.0,-0.07,4,1,3,no,no,no,no,no,0,no,semi-furnished,1966,840.0
3360.0,-0.46,2,1,2,yes,no,no,no,no,0,no,unfurnished,1991,1680.0
3360.0,-0.17,2,1,1,yes,no,no,no,no,0,no,unfurnished,2013,1680.0
3360.0,-0.64,2,1,1,no,no,no,no,yes,0,no,unfurnished    ,1993,1680.0
3360.0,-0.63,3,1,1,yes,no,no,no,no,0,no,unfurnished,2009,1120.0
3360.0,-0.93,3,1,2,no,no,yes,no,no,0,no,semi-furnished,1973,1120.0
3360.0,-0.89,2,1,1,yes,no,yes,no,no,2,no,furnished,1947,1680.0
3353.0,-1.12,3,1,1,no,no,no,no,no,0,no,furnished,2012,1117.67
3332.0,-1.38,3,1,2,yes,no,yes,no,no,0,yes,furnished,1947,1110.67
3325.0,-0.5,2,1,1,yes,no,no,no,no,1,no,unfurnished,2007,1662.5
3325.0,-0.15,4,1,2,yes,no,no,no,no,0,no,unfurnished,2007,831.25
3290.0,-1.21,2,1,1,no,no,no,no,yes,0,no,unfurnished,2011,1645.0
3290.0,-0.89,4,1,2,yes,no,yes,no,yes,0,no,unfurnished,1940,822.5
3290.0,0.44,3,1,1,yes,yes,yes,no,no,0,no,furnished,1945,1096.67
3290.0,-0.76,4,1,2,no,no,no,no,no,1,no,semi-furnished,1970,822.5
3290.0,-0.61,4,1,2,yes,no,no,no,no,0,no,semi-furnished,2013,822.5
3290.0,-0.5,2,1,1,yes,no,no,no,no,0,no,unfurnished,1947,1645.0
3290.0,-1.38,3,1,2,yes,no,yes,no,no,0,yes,furnished,1961,1096.67
3290.0,0.36,3,1,1,yes,no,no,no,no,1,no,unfurnished,1948,1096.67
3255.0,-0.28,2,1,1,no,no,no,no,no,0,no,semi-furnished,1983,1627.5
3255.0,-0.55,2,1,1,no,no,no,no,no,0,no,unfurnished,1986,1627.5
3234.0,-0.68,4,1,2,yes,no,yes,no,no,0,no,unfurnished,1940,808.5
3220.0,-0.34,3,1,2,yes,no,no,no,no,0,no,unfurnished,1991,1073.33
3220.0,-1.13,2,1,1,yes,no,no,no,yes,1,no,unfurnished,1978,1610.0
3220.0,-0.37,3,1,1,no,no,no,no,no,1,no,unfurnished,2014,1073.33
3220.0,-0.92,3,1,2,no,no,no,no,no,0,no,furnished,1966,1073.33
3150.0,-0.77,1,1,1,yes,no,no,no,no,0,no,furnished,2018,3150.0
3150.0,-0.52,2,2,1,no,yes,yes,no,no,1,no,unfurnished,1972,1575.0
3150.0,-0.75,2,1,1,no,no,yes,no,no,0,no,semi-furnished,2010,1575.0
3150.0,-0.47,2,1,1,yes,no,no,no,no,2,no,semi-furnished,1984,1575.0
3150.0,-1.61,3,1,2,no,no,yes,no,no,0,no,unfurnished,1999,1050.0
3150.0,-0.77,3,1,2,yes,no,yes,no,no,0,no,semi-furnished,1997,1050.0
3150.0,0.76,2,1,1,yes,no,no,no,no,0,no,semi-furnished,1990,1575.0
3150.0,1.81,3,1,2,yes,no,no,no,no,2,no,semi-furnished,1985,1050.0
3150.0,-0.95,2,1,1,yes,no,no,no,no,1,no,unfurnished,1944,1575.0
3143.0,-0.28,3,1,2,yes,no,no,no,yes,0,no,unfurnished      ,1997,1047.67
3129.0,0.18,3,1,1,yes,no,yes,no,no,0,no,unfurnished,1957,1043.0
3118.85,-1.26,3,1,1,yes,no,no,no,no,0,yes,semi-furnished,1975,1039.62
3115.0,-0.98,3,1,1,no,no,no,no,yes,0,no,unfurnished,2006,1038.33
3115.0,-0.58,3,1,2,yes,no,no,no,no,0,no,unfurnished,1960,1038.33
3115.0,-0.75,2,1,1,yes,no,no,no,no,0,no,unfurnished,1985,1557.5
3087.0,1.39,2,1,1,yes,no,no,no,no,1,no,unfurnished    ,1997,1543.5
3080.0,-0.07,2,1,1,yes,no,yes,no,yes,0,no,unfurnished,2019,1540.0
3080.0,-1.37,3,1,2,no,no,yes,no,no,0,no,semi-furnished,1976,1026.67
3080.0,-0.94,2,1,1,yes,yes,yes,no,no,0,no,unfurnished,2002,1540.0
3080.0,-0.28,2,1,2,yes,no,no,yes,no,1,no,semi-furnished,1944,1540.0
3045.0,-0.61,2,1,1,yes,no,no,no,no,0,no,unfurnished,2017,1522.5
3010.0,-0.94,3,1,2,no,no,no,no,no,0,no,semi-furnished,1970,1003.33
3010.0,-0.87,3,1,2,yes,no,no,no,no,2,no,semi-furnished,1975,1003.33
3010.0,-1.05,2,1,1,yes,no,no,no,no,0,no,semi-furnished,2013,1505.0
3010.0,-0.24,2,1,1,yes,no,no,no,no,0,no,furnished,1995,1505.0
3010.0,-0.01,3,1,1,no,no,no,no,no,0,no,unfurnished    ,1966,1003.33
3010.0,-0.63,3,1,2,yes,no,no,no,no,0,no,unfurnished,1962,1003.33
3010.0,-0.69,4,1,2,yes,no,no,no,no,3,no,semi-furnished,2016,752.5
3003.0,1.37,2,1,1,yes,no,no,no,no,0,no,unfurnished,2019,1501.5
2975.0,-0.35,4,1,2,no,no,no,no,no,1,no,unfurnished,1991,743.75
2961.0,-0.98,2,1,2,yes,no,no,no,no,0,no,semi-furnished,1986,1480.5
2940.0,0.35,3,1,2,yes,no,yes,no,no,1,no,unfurnished,2020,980.0
2940.0,-0.07,2,1,1,yes,no,no,no,no,0,no,unfurnished,2001,1470.0
2940.0,-0.7,3,1,2,no,no,no,no,no,1,no,unfurnished,2000,980.0
2940.0,-0.67,4,1,2,no,no,no,no,no,0,no,unfurnished,1987,735.0
2940.0,-0.76,3,1,2,no,no,no,no,no,1,no,semi-furnished,1940,980.0
2940.0,-1.12,2,1,1,no,no,no,no,no,0,no,furnished,1950,1470.0
2940.0,-0.91,3,1,2,no,no,no,no,no,0,no,unfurnished,2015,980.0
2940.0,0.7,3,1,2,yes,no,no,no,no,0,no,semi-furnished,1953,980.0
2870.0,-0.96,2,1,1,no,no,no,no,no,0,no,unfurnished     ,2011,1435.0
2870.0,-0.69,2,1,1,yes,no,no,no,no,0,no,unfurnished,1946,1435.0
2870.0,0.42,2,1,1,yes,no,no,no,no,0,no,semi-furnished,1985,1435.0
2870.0,0.14,4,1,2,yes,no,no,no,no,0,no,unfurnished,1970,717.5
2852.5,0.04,4,1,3,yes,no,no,no,no,0,no,unfurnished,1955,713.12
2835.0,-0.84,3,1,2,no,no,no,no,no,1,no,semi-furnished,1981,945.0
2835.0,-0.35,3,1,2,no,no,no,yes,no,1,no,unfurnished,1978,945.0
2835.0,-1.15,2,1,1,no,no,no,no,no,1,no,furnished,1993,1417.5
2800.0,-1.14,3,1,2,yes,no,yes,no,no,1,no,unfurnished,1983,933.33
2800.0,-0.53,3,1,1,yes,no,no,no,no,0,no,furnished,1947,933.33
2730.0,0.79,2,1,1,yes,no,no,no,no,0,no,unfurnished,2005,1365.0
2730.0,-0.51,3,1,2,yes,no,no,no,no,1,no,unfurnished,1981,910.0
2695.0,-0.51,2,1,1,yes,no,no,no,no,0,no,unfurnished,2006,1347.5
2660.0,-0.54,2,1,1,yes,no,no,no,no,0,no,unfurnished,2018,1330.0
2660.0,-0.54,2,1,1,yes,no,no,no,no,0,no,unfurnished,1971,1330.0
2660.0,-1.44,2,1,2,yes,no,no,no,no,0,no,semi-furnished,1990,1330.0
2660.0,-0.69,3,3,2,no,yes,no,no,no,0,no,unfurnished,1986,886.67
2660.0,-1.07,3,1,1,yes,no,no,no,no,0,no,unfurnished,1973,886.67
2660.0,-1.24,3,1,1,no,no,no,no,no,0,no,unfurnished,1952,886.67
2660.0,-0.76,2,1,1,yes,no,no,no,no,1,no,semi-furnished,2020,1330.0
2660.0,-0.51,3,1,1,yes,no,no,no,no,0,no,semi-furnished,2006,886.67
2653.0,-0.89,2,1,1,yes,no,no,no,yes,0,no,unfurnished,2012,1326.5
2653.0,-0.51,3,1,2,yes,no,no,no,yes,0,no,unfurnished,1950,884.33
2604.0,-1.02,2,1,1,no,no,no,no,no,0,no,unfurnished,1967,1302.0
2590.0,-0.7,2,1,1,yes,no,no,no,no,0,no,unfurnished,1996,1295.0
2590.0,-0.33,2,1,1,yes,no,no,no,no,0,no,unfurnished,2005,1295.0
2590.0,-0.7,2,2,2,yes,no,yes,no,no,1,no,furnished,2004,1295.0
2520.0,-1.03,3,1,1,no,no,no,no,no,0,no,unfurnished,2009,840.0
2520.0,-0.89,3,1,1,no,no,no,no,no,0,no,unfurnished,1974,840.0
2660.0,-0.54,2,1,1,yes,no,no,no,no,0,no,unfurnished,2019,1330.0
2520.0,-0.98,2,1,2,yes,no,no,no,no,0,no,furnished,1943,1260.0
2485.0,-0.33,3,1,2,yes,no,no,no,no,0,no,unfurnished,2000,828.33
2485.0,-0.98,3,1,2,no,no,no,no,no,0,no,semi-furnished,1977,828.33
2450.0,-0.88,3,1,2,yes,no,yes,no,no,0,no,unfurnished,1983,816.67
2450.0,-0.87,2,1,1,no,yes,no,no,no,1,no,unfurnished,2010,1225.0
2450.0,-0.98,2,1,1,yes,no,no,no,no,1,no,unfurnished,1960,1225.0
2450.0,-0.75,2,1,1,yes,yes,no,no,no,0,no,unfurnished,1946,1225.0
2450.0,-0.12,2,1,2,yes,no,no,no,no,0,no,unfurnished,1968,1225.0
2450.0,1.21,2,1,1,yes,no,no,no,no,0,no,unfurnished,1946,1225.0
2408.0,-0.68,2,1,1,no,no,no,no,no,0,no,unfurnished,2006,1204.0
2380.0,-1.22,3,1,2,yes,no,no,no,no,0,no,furnished,2009,793.33
2450.0,-0.87,2,1,1,no,yes,no,no,no,1,no,unfurnished,2013,1225.0
2450.0,-0.87,2,1,1,no,yes,no,no,no,1,no,unfurnished,1994,1225.0
2380.0,-1.08,4,2,2,yes,no,no,no,no,0,no,furnished,2017,595.0
2380.0,-0.86,2,1,1,yes,no,no,no,no,0,no,unfurnished,1961,1190.0
2345.0,-0.68,2,1,1,yes,no,no,no,no,0,no,unfurnished,1971,1172.5
2310.0,-0.89,2,1,1,yes,no,no,no,no,0,no,unfurnished,1975,1155.0
2275.0,-1.52,2,1,1,no,no,yes,no,no,0,no,semi-furnished,1948,1137.5
2275.0,-0.53,3,1,2,yes,no,yes,no,no,0,no,unfurnished,1961,758.33
2240.0,-1.47,3,1,1,no,no,no,yes,no,0,no,unfurnished,1985,746.67
2233.0,0.09,3,1,1,no,no,no,no,yes,0,yes,unfurnished,1956,744.33
2135.0,-0.98,2,1,1,no,no,no,no,no,0,no,unfurnished,1965,1067.5
2100.0,-1.26,3,1,2,yes,no,no,no,no,0,no,unfurnished,1977,700.0
2100.0,-0.98,4,1,2,yes,no,no,no,no,0,no,unfurnished,1941,525.0
2100.0,-0.81,2,1,1,yes,no,no,no,no,1,no,unfurnished,1945,1050.0
1960.0,-0.78,5,1,2,no,no,no,no,no,0,no,unfurnished,2010,392.0
1890.0,-1.58,3,1,2,yes,no,no,no,no,0,no,unfurnished,1952,630.0
1890.0,-0.68,2,1,1,yes,no,no,no,no,0,no,unfurnished,2014,945.0
1855.0,-0.98,2,1,1,no,no,no,no,no,1,no,unfurnished,1994,927.5
2345.0,-0.68,2,1,1,yes,no,no,no,no,0,no,unfurnished,2018,1172.5
1820.0,-0.98,2,1,1,yes,no,yes,no,no,2,no,unfurnished,2002,910.0
1767.15,-1.26,3,1,1,no,no,no,no,no,0,no,semi-furnished,2012,589.05
1750.0,-0.69,2,1,1,yes,no,no,no,no,0,no,unfurnished,2011,875.0
1750.0,-0.69,2,1,1,yes,no,no,no,no,0,no,unfurnished,1985,875.0
1750.0,-0.58,3,1,2,yes,no,no,no,no,0,no,unfurnished,1987,583.33
1750.0,-0.69,2,1,1,yes,no,no,no,no,0,no,unfurnished,1999,875.0
